textos;ODS
"Los datos recolectados muestran que aquellas organizaciones más grandes tienen una mayor probabilidad de asociarse para ser innovadores. Esto también se aplica para los exportadores y los comerciantes transfronterizos; sin embargo, los exportadores tendrían valoraciones significativamente más altas que los comerciantes transfronterizos, que a su vez obtienen una valoración considerablemente mejor que las organizaciones nacionales. En general, los vínculos entre organizaciones internacionales están más extendid";9
En Mauricio, por ejemplo, que cuenta con un plan de pensión social universal desde 1958, la pensión básica de jubilación asciende a alrededor de $118 por mes, equivalente a unas cinco veces la línea de pobreza. En la medida en que las mujeres dependen más que los hombres de las prestaciones no contributivas, la adecuación de estas prestaciones es motivo de gran preocupación desde una perspectiva de igualdad de género. La combinación de pensiones de vejez contributivas y no contributivas puede ser una forma efectiva de avanzar hacia pisos de protección social nacionales.;5
También se incluye una visión general del Libro Verde de la Comisión Europea sobre residuos plásticos, así como una perspectiva de las iniciativas de la UE que afectan a los residuos plásticos. La segunda categoría B) contiene legislación sobre operaciones de gestión de residuos, mientras que la categoría C) contiene legislación sobre flujos de residuos específicos. La legislación y la política de residuos de los países miembros de la UE aplicarán por orden de prioridad la siguiente jerarquía de gestión de residuos: 1) prevención, 2) preparación para la reutilización, 3) reciclado, 4) recuperación y 5) eliminación como orden de prioridad en la gestión de residuos.;12
"Muchas familias sobreviven gracias a los préstamos en efectivo o en especie de sus parientes, amigos o vecinos. Las relaciones domésticas y comunitarias y las redes actúan como ""redes de seguridad"" y como ""amortiguadores"" y ayudan a reducir la vulnerabilidad de los pobres. Los sistemas de capital social, wantok y kerekere son de gran ayuda en este sentido.";1
Según WEF, el uso de las TIC (porcentaje de usuarios de Internet, banda ancha fija, ancho de banda de Internet y suscripciones de banda ancha móvil) puede ser indicativo, ya que las TIC claramente tienen un papel influyente en la innovación. En India e Indonesia, por ejemplo, solo un tercio de la población son usuarios activos de Internet y muy pocos tienen acceso a banda ancha fija, lo que limita la preparación tecnológica (WEF, 2017). Por el contrario, se encontró que el acceso a las suscripciones de banda ancha móvil era relativamente igual en todos los países (excepto India), lo que sugiere que los teléfonos móviles pueden ser una herramienta habilitadora para el uso de las TIC.;9
Muchas personas en paro que desean trabajar o encontrar oportunidades de formación y educación que puedan conducir a un empleo, no saben cómo ni por dónde empezar. Los servicios de orientación son una de las estrategias más eficaces para informar a los adultos desempleados de sus opciones y animarles a buscar nuevas oportunidades. Muchos adultos no han podido beneficiarse de un servicio de este tipo desde sus años escolares, ya que la orientación de adultos es un recurso poco desarrollado en muchos países (OCDE, 2005). Es preciso identificar a los grupos de adultos más vulnerables y ofrecerles oportunidades de aprendizaje específicas y adaptadas a sus necesidades. Este informe se ha centrado en ofrecer oportunidades de aprendizaje a los adultos con un bajo nivel educativo y de competencias. Entre ellos se incluyen grupos de población específicos que experimentan retos y barreras particulares para el aprendizaje, como: adultos jóvenes desempleados, mujeres que han estado fuera del mercado laboral durante un largo periodo, madres solteras e inmigrantes sin conocimientos lingüísticos.;4
Reveló que Ofsted tiene poco control directo sobre este objetivo, excepto en lo que respecta a las disposiciones legales para identificar y monitorear las escuelas y el control regulatorio del cuidado infantil. Los hallazgos indican que los proveedores bien administrados y aquellos que causan preocupación son los más propensos a beneficiarse de las inspecciones. Este estudio proporciona una mirada más detallada a la calidad de los entornos de la primera infancia en Inglaterra (Reino Unido).;4
En consecuencia, se ha producido un aumento del número de accidentes de tráfico en varios países de la región, especialmente en las ciudades metropolitanas. En todo el mundo, el tráfico por carretera se cobra la vida de casi 1,3 millones de personas cada año, y causa heridas a entre 20 y 50 millones más.127 Según la Organización Mundial de la Salud, se prevé que las muertes por accidentes de tráfico aumenten hasta convertirse en la quinta causa de muerte en 2030, lo que provocará unos 2,4 millones de muertes al año. Las carreteras que no son capaces de soportar los niveles de volumen de tráfico, son inadecuadas para el terreno, están mal mantenidas y tienen poca visibilidad, todo ello puede contribuir a que se produzcan muertes y lesiones por accidentes de tráfico.;11
Pero incluso en este caso, el HEV (Toyota Prius) ha tardado 16 años en alcanzar sus niveles actuales de ventas (unos 3 millones de coches al año en todo el mundo). Los términos explícitos del contrato son sólo un esbozo, ya que hay términos y acuerdos implícitos que determinan el comportamiento de las partes. El potencial de rentabilidad de estos nuevos mercados ha motivado a Renault-Nissan a invertir más de 4.000 millones de euros en el desarrollo de vehículos eléctricos listos para el mercado, y otros fabricantes de automóviles han seguido esta lógica en el desarrollo de vehículos eléctricos como parte de su propia estrategia de inversión. En una línea similar, la red parisina de estaciones de uso compartido para coches eléctricos (Autolib) ha sido financiada íntegramente por el grupo Bollore, especializado en tecnología de baterías y sistemas informáticos para vehículos (estudio de caso 5).;9
En el Caribe, los países han empezado a desempeñar un papel cada vez más importante como puntos de distribución secundarios para los envíos de cocaína a Europa.26 La impunidad, la corrupción y la debilidad de las instituciones socavan los esfuerzos de control de drogas y el Estado de derecho en la región, a pesar de los intentos de reformar los sistemas judiciales y de aplicación de la ley. Las actividades de narcotráfico se llevan a cabo a menudo bajo la protección de bandas locales (maras) que operan en zonas fronterizas, especialmente en El Salvador, Guatemala y Honduras. Hay indicios de que se han establecido vínculos entre los cárteles de la droga y las organizaciones delictivas que operan en la región. El narcotráfico se ha convertido en una importante amenaza para la seguridad y está contribuyendo al aumento del consumo de drogas en la subregión.;3
Las comunidades locales a veces también cofinancian programas no formales. Deben establecerse subsidios específicos para reducir o eliminar el costo de la educación de adultos que pagan las personas con bajos niveles educativos. Si bien los sistemas de educación técnica y vocacional equipan a las personas con habilidades que les dan acceso directo al mercado laboral, esas habilidades pueden volverse obsoletas rápidamente.;4
